MS;Region;Article ;Descriptor;Assessment criteria;Assessment;Summary;Score ;Conclusion;Source file
SI ;MED ;13;D5;Coverage of GES and targets ;"According to Slovenia’s GES definition for D5, the adverse effects of anthropogenically-induced eutrophication, such as losses in biodiversity, ecosystem degradation, harmful algae blooms and oxygen deficiency in bottom waters, should be minimal (the same definition as in Annex I to the MSFD). However, under Article 9, additional indicators were reported, referring to the annual average concentrations of nutrients in coastal waters; no harmful bloom in open waters caused by human activities; episodes of lack of oxygen (hypoxia) in the bottom layer do not cause lasting damage to habitats on the seabed; and an appropriate balance of marine flowering meadows at the bottom of the infralittoral sedimentary. 

Slovenia has defined three environmental targets for D5, which refer to the environmental objectives in the WFD: achieving GES and avoiding the deterioration of the status on sedimentary seabed of infralittoral depending on the status of marine flowering meadows; achieving GES and avoiding deterioration of status regarding the oxygen concentration at the bottom, which should be suitable for the survival of demersal fauna (episodes of lack of oxygen in the bottom layer should be temporally and spatially limited so as not to cause death of demersal organisms and permanent damage to the seabed). The aim of these targets is either to achieve or maintain GES, and they are simply iterations of the above definitions of GES.

Slovenia’s premise is that nutrients are the primary cause of eutrophication (organic loading is not considered in either definition, although it is in the supporting Commission Decision). The remaining parts of the definition are concerned with direct and indirect effects of nutrient enrichment. The measures aim to reduce the input from sources of nutrients/organic matter, and, if concentrations in the marine environment are kept sufficiently low, neither direct nor indirect eutrophication impacts will occur. The measures are therefore directly relevant to the GES definition (and targets).
";The measures address D5 GES and targets since they aim to reduce nutrient inputs to the marine environment from most relevant sources, thereby reducing concentrations in the sea and direct/indirect effects of nutrient enrichment (including impacts on biological communities). ;3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D5;Timelines ;"Timeline to achieve GES
Slovenia explained that GES is already achieved for D5. It also reports that in order to maintain GES by 2020 for eutrophication (D5), it is necessary to upgrade the existing measures (i.e. 1a) with existing but not yet implemented measures (i.e. 1b). As it reports such measures for eutrophication (D5), GES is expected to also be achieved by 2020. The planned analysis of the effectiveness of the implementation of the measures will form the basis for upgrading or defining new measures for D5 if needed. 

Timeline for implementation of the PoM
Half of the measures are existing and are therefore already in place. Slovenia reports the following implementation timelines for its existing but not yet implemented measures: 2017-2021 (D5: TU3) and 2016-2021 (D5: TU4).";No new measure is reported and Slovenia reports that GES is already achieved. Therefore, the timelines are appropriate.;3;Appropriate ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;14;D5;Exceptions ;No exceptions are applied for D5. ;No exceptions are applied for D5.;na;na;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D7;Coverage of pressures ;"According to Slovenia, the main source of hydrographical change is interference with hydrological processes caused by land claim and coastal defence, and port operations. All of these activities are addressed by the horizontal measure D1-D11:TU1, as well as by measures D1, 3, 4, 6, 7: TU1, D1, 3, 4, 6, 7: TU4 and in D1, 3, 4, 6, 7: TU6. Due to their nature, these measures relate mainly to permitting and licensing regimes and would thus also cover any other activities. Some of the legal regimes applicable (e.g. MSP, ICZM) would allow for cumulative impacts to be addressed. Port operations and shipping are also covered by measures D1, 3, 4, 6, 7: TU6 and D1, 3, 4, 6, 7: DU2. The spatial scope of measures is not specified. The PoM therefore addresses the pressures.

At the subregional level, in the Adriatic Sea, only Greece has reported pressures and activities relevant to D7, listing land claim, desalination, industry, agriculture and urban activities. These activities are likely to be covered by Slovenia’s specific measures for hydrographical changes.  

At the regional level, one of UNEP/MAP’s objectives concerns hydrographical conditions: ‘Alteration of hydrographic conditions does not adversely affect marine ecosystems’  (with associated operational objectives and indicators). UNEP/MAP’s guideline document on desalination explains that these plants always release brine, whose salinity has an important impact on the marine environment. Desalination plants can thus have a significant impact on the marine environment . Generally speaking, any industry or plant releasing compounds that could change the characteristics of the marine water (its salinity, for example) is likely to disturb the hydrological processes, thus industry can be expected to have an impact on hydrological processes as well. As explained above, the measures set out for Slovenia would cover any activities with impact on the marine environment.
";The measures address the pressures identified in Slovenia’s Article 8 reporting, i.e. land claim and coastal defence, and port operations, through existing permitting processes. It should be noted that cumulative impacts are likely to be addressed by the reported measures (e.g. MSP, ICZM). ;3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D7;Coverage of GES and targets ;"Slovenia’s GES definition is rather narrow and aims to prevent or reduce changes to environmental conditions, without mentioning ecosystems or functional aspects. The reported measures will contribute to the achievement of GES by preventing and reducing the impacts of various anthropogenic activities.  
Slovenia defines two environmental targets, which aim to prevent or reduce the level of permanent change in ecological conditions, as well as the areas affected. These targets are addressed by existing measures imposing requirements for licences and permits for all projects likely to have effects related to hydrographical changes. The PoM therefore addresses GES and targets. ";The measures address GES and targets because existing measures impose license and permit requirements on all projects likely to have an effect on hydrographical changes.  ;3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D7;Timelines ;"Timeline to achieve GES
Slovenia reports that in order to achieve and maintain GES by 2020 for hydrographical changes (D7), it is necessary to upgrade the existing measures (i.e. 1a) with existing but not yet implemented measures (i.e. 1b) and new measures (i.e. 2a). Slovenia reports one new measure relevant for hydrographical changes (D7). Therefore, GES is expected to be achieved by 2020.  

Timeline for implementation of the PoM
Two measures are existing and are, therefore, already in place. Measure D1, 3, 4, 6, 7: DU2 is to be implemented in 2017-2021. The horizontal measure D1-D11: TU1 is also an existing measure (1a).";The new measure was in place in 2017, with a slight delay (all other measures are already in place). Slovenia reports that GES is expected to be achieved by 2020. Overall, the timelines are appropriate.;3;Appropriate ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;14;D7;Exceptions ;Slovenia does not apply exceptions for D7. ;No exceptions are applied for D7.;na;na;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D8;Coverage of pressures ;"In its Article 8 reporting, Slovenia identified the introduction of synthetic and non-synthetic compounds as an issue within its waters, pointing mainly to industry, agriculture, tourism/recreational activities, shipping, and urban activities as underlying causes of these pressures. These activities are all covered by existing measures defined by Slovenia for D8. It is likely that tourism and recreational activities are covered through a measure targeting pollution due to maritime transport. Slovenia’s Article 8 also reported accidental pollution as relevant, chiefly caused by industry, tourism/recreational activities and shipping. These activities are all addressed by activity-specific measures. 

At the subregional level, in the Adriatic Sea, a majority of neighbouring Member States reported industry, urban activities and shipping as significant sources of contaminants. Greece and Slovenia both reported accidental pollution from shipping as relevant. Slovenia covers these activities in its PoM.

At the regional level, one of UNEP/MAP’s objectives is associated with contaminants: ‘Contaminants cause no significant impact on coastal and marine ecosystems and human health’ (with associated operational objectives and indicators). Slovenia thus contributes to meeting this objective.";The measures address the reported pressures and activities. For the introduction of synthetic and non-synthetic compounds, industry, agriculture, tourism/recreational activities, shipping and urban activities are covered. For APEs, Slovenia’s PoM addresses industry, tourism/recreational activities and shipping. ;3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D8;Coverage of GES and targets ;"Slovenia reported the following GES definition for D8: ‘Good condition of the marine environment in relation to pollution is achieved when the concentrations of pollutants do not cause adverse effects on organisms, populations, communities and ecosystems’. Slovenia is committed to the WFD, which should address its definition of GES in respect of both the concentration of contaminants and the effect that at least one of these (TBT, through measure D8: DU1) might have on organisms, as well as APEs (through for example D8: TU1, D8: TU3, D8: TU4 and D8: TU6). Some measures specifically cover particular types of contaminants (agricultural, such as pesticides through measures D8: TU2, or coming from industrial and urban sources, through measure D8: TU1). The PoM thus addresses the GES definition.

Slovenia defines seven targets for D8: concentrations of pollutants in water, sediment and biota considering the limits set under the WFD and the EQSD (target 8.1), biological impacts (target 8.2), concentrations of radionuclides in the water (target 8.3), occurrence of APEs (target 8.4), concentrations of pollutants and metals in sediment (baseline) (target 8.5), the use of biomarkers (e.g. TBT) (target 8.6), sources of pollution by TBT and relevant measures (target 8.7). Slovenia reports the links between each of its measures and specific targets.
Targets 8.1 and 8.2 are covered by several measures, such as D8: TU1, D8: TU2, D8: TU3 or D8: TU6. Measures D8: TU1 and D8: TU4 address target 8.3, while measures D8: TU1, D8: TU4, D8: TU5 or D8: TU6 cover target 8.4. Measures D8: TU3 and D8: DU1 address targets 8.6 and 8.7. Slovenia further clarified that the horizontal measure D1-D11: TU9, developing criteria and methodologies for the monitoring of the marine environment (including indicators), covers target 8.5. The PoM therefore addresses the targets for D8.";The measures address GES and targets. Various activities and pathways are covered by the PoM, addressing the GES definition (concentration of contaminants, possible effects of TBTs on organisms, APEs) and the targets. ;3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D8;Timelines ;"Timeline to achieve GES
Slovenia reports that the nature of the pressure on the marine environment means that it cannot be regulated solely at national level, making it impossible to achieve the optimal improvement in the state of the marine environment (and therefore GES) for contaminants, i.e. TBTs and mercury, by 2020. It therefore applies an exception for D8. 

Timeline for implementation of the PoM
Half of the measures are existing and therefore already implemented. Slovenia reports the following implementation timelines for its existing but not yet implemented measure: 2017-2021 (D8: TU5) and 2017-2018 (D8: TU6). No timeline has been reported for D8: TU7 in the PoM text-based report, although Slovenia clarified that this measure is part of the water management plan in Adriatic River Basin Districts 2016-2021, where it is reported to a greater level of detail. The new measure (D8: DU1) will be implemented in 2017-2021.";Slovenia reports that GES will not be achieved by 2020 and grounded justifications are provided. The new measure was implemented with a slight delay (2017). As such, the timelines are appropriate.;3;Appropriate ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;14;D8;Exceptions ;"Slovenia applies an exception for D8 based on Article 14(1)(e) ‘natural conditions which do not allow timely improvement in the status of the marine waters concerned’. Slovenia explains that an initial assessment of the state of the marine environment with respect to contamination showed excess concentrations of TBTs and mercury in sediment, mainly due to industrial activities and maritime traffic. However, the presence of surplus values of TBTs and mercury may also be the consequence of old burdens, as some activities (Idrija mercury mine, vessels coatings containing TBTs) have been abandoned and should lead to lower concentrations of these pollutants. Despite the decrease of activities releasing TBTs and mercury in the environment, the natural conditions (especially in northern part of the Adriatic Sea subregion) do not permit timely improvement of the state of the marine environment, affecting Slovenia’s ability to achieve GES by 2020. Excessive concentrations of TBTs and mercury are therefore due to historical contamination and natural conditions.
The assessment finds this justification grounded, as some substances in sediments have long decay periods and it is unlikely that they will decompose quickly enough to achieve GES by 2020, in view of the natural conditions. 

Slovenia recognises the long decay periods of pollutant substances as a chronic problem, which it has only limited capabilities to remedy. It will, however, continue to monitor levels and trends, as well as TBT effects. 

In addition, Slovenia reports that its regional cooperation measure for D8 (D8: DU1(2a)) falls under Article 15 MSFD. This has not been analysed in this report as the Commission's Article 16 assessment focuses on the assessment of measures and exceptions reported under Article 13 and Article 14.

Slovenia does not report when GES is expected to be achieved.";Slovenia reports one exception for D8 under Article 14(1)(e). The poor status of the marine waters due to excess concentrations of TBTs and the rising concentration of mercury in sediment, due to industrial activities and maritime traffic, can be explained by historical contamination and natural conditions. The assessment finds this justification grounded, as some substances in sediments have long decay periods and it is unlikely that they will decompose quickly enough to achieve GES by 2020, in view of the natural conditions.  Slovenia does not report when GES is expected to be achieved.;3;Grounded ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D9;Coverage of pressures ;"Slovenia reports monitoring measures specific to D9, allowing for better understanding of the state of the marine environment in Slovenia, as well as identification of the potential risks associated with hazardous contaminants in seafood. However, they only have indirect impacts on the pressure.
Measures that aim to reduce contamination in Slovenia’s marine waters, and thus directly influence concentration levels in seafood, have been reported under the D8 measures, which address the pressures and activities reported in Article 8 (a link to the PoM reported for D8 has been provided in the description of the measures for D9).
When taken together with the measures defined under D8, the measures reported for D9 address the relevant pressures and activities.";Combined with those defined for D8, the measures address the relevant pressures, as they will ensure the monitoring and identification of potential seafood contamination risks. Concentration levels in marine water are addressed under D8 and will contribute towards reducing pressures under D9, as explained by Slovenia.  ;3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D9;Coverage of GES and targets ;"Slovenia’s D9 GES definition states that GES in relation to the contamination of seafood is achieved when the concentration of any pollutant in fish or shellfish for human consumption does not exceed levels that are safe for human consumption according to the prescribed limit (Commission Regulations (EC) no. 1881/2006, no. 1259/2011). This should be highlighted through samples of fish, fish products and bivalve molluscs in relation to catches in the waters under national jurisdiction. The D9 measures, together with those for D8, will address GES, as various contaminant pathways are addressed, and sufficient seafood sampling and monitoring is conducted to identify potential risks for human consumption. 

Slovenia defines two targets for D9: concentrations of contaminants in fish and shellfish for human consumption must not exceed the limits laid down in EU legislation or other standards relevant to human health (target 9.1); and inspection of a proper share of the catch landed by fishing vessels, where it contains fish, shellfish or other animals intended for human consumption (target 9.2). All three measures defined by Slovenia for D9 address these two targets. For example, D9: TU1 mentions Commission Regulation (EC) No 1881/2006, which is especially relevant for target 9.1, while D9: TU3 (the monitoring of pollutants in fish and shellfish caught or harvested in Slovenian waters) covers target 9.2. The measures thus address the targets defined by Slovenia for D9.";The measures address GES and targets, as, taken together with the measures reported for D8, they will reduce the concentration of contaminants in marine water, marine species and seafood. They also define sufficient seafood sampling and monitoring to identify potential risks for human consumption (inspection). ;3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D9;Timelines ;"Timeline to achieve GES
Slovenia reports that in order to achieve and maintain GES by 2020 for contaminants in seafood (D9), it is necessary to upgrade the existing measures (i.e. 1a) with existing but not yet implemented measures (i.e. 1b). Slovenia did report such measures for contaminants in seafood (D9) and GES is therefore expected to be achieved by 2020. The planned analysis of the effectiveness of the implementation of the measures will form the basis for upgrading or defining new measures for D9 if needed. 

Timeline for implementation of the PoM
Two-thirds of the measures are existing and therefore already implemented. The existing but not yet implemented measures will be put in place in 2019-2021. ";Slovenia does not report new measures for D9. It reports that GES is expected to be achieved by 2020. The timelines are therefore appropriate.;3;Appropriate ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;14;D9;Exceptions ;Slovenia does not apply any exception for D9.;Slovenia does not apply an exception for D9. ;na;na;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D10;Coverage of pressures ;"In its Article 8 reporting, Slovenia identified marine litter as a pressure on its marine water, due to fisheries (including recreational fishing), aquaculture and urban activities (municipal waste water discharge). The measures reported address these activities. Additional activities are also covered, such as tourism, shipping and port operations.

Slovenia did not identify the pressure of microplastics (and related activities) in its marine waters during its initial assessment due to the relatively little information available on microplastics in the Adriatic Sea at that time (2012-213). Nevertheless, all studies conducted showed an abundance of microplastics in the Adriatic waters, which indicates that this pressure is relevant for the area. Slovenia defined one specific measure related to the reduction of waste introduction, which specifically mentions microplastics (D10:DU2).

At the subregional level, Croatia did not report marine litter as a pressure in its marine waters, while Greece and Italy have mainly identified urban activities, tourism and shipping as relevant sources of marine litter. Slovenia’s measures cover these activities. Indeed, some measures focus on waste management, especially in coastal areas, the reduction of consumption of lightweight plastic carrier bags, more efficient waste collection from ships, or the establishment of a ‘No Special Fee’ system, which enable to cover all activities reported by neighbouring Member States as sources of litter.

At the regional level, Slovenia’s D10 PoM refers to the regional action plan for marine litter management in the Mediterranean (UNEP/MAP), showing coordination at the Regional Sea Convention (RSC) level. ";The measures reported by Slovenia address the reported pressures and cover the activities reported in Article 8. The measures cover fisheries, aquaculture and urban activities as the main identified contributors to D10-related pressures, as well as additional activities (tourism, shipping and port operations).  ;3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D10;Coverage of GES and targets ;"According to Slovenia, GES for D10 is achieved when marine litter does not represent a danger for marine life (coastal and marine ecosystem), either due to direct mortality or in the form of indirect effects such as reduced fertility or bioaccumulation in the food web. The measures reported by Slovenia aim to reduce the amount of marine litter entering the marine environment via different channels (land-based, urban, and sea-based, shipping, fisheries and aquaculture), and are expected to decrease negative impacts and uptake of marine litter by marine organisms. It can therefore be concluded that the PoM will contribute to the achievement of GES as defined by Slovenia.

Slovenia, in its PoM, sets two additional targets with regard to the targets reported under Article 10 and the monitoring programme. In its Article 10 reporting, the Slovenia defined the following four targets: to reduce waste in coastal areas, the water column and seabed between 2012-2020; to maintain or reduce the quantity of microplastics on the surface between 2012-2020; to develop criteria and indicators to cover the effects of marine litter and their degraded products (mostly plastic) on the marine ecosystem and human health; and to assess  the amounts/trends of waste in the seabed and the surface, as well as their relevance and effects on the marine ecosystem. The PoM defines two additional targets: to prevent and reduce the amount of waste introduced in the marine environment from land-based and sea-based sources (10.1), and to develop knowledge on the characteristics and impacts of marine litter (including their sources and dispersion) (10.2). 
The indicators defined under the monitoring programme are not explicitly linked to the targets reported under the PoM. Slovenia explained that these targets were updated during the preparation of the PoM and are therefore not completely aligned with the indicators defined for the monitoring programme. However, the aims and purpose of those indicators are still relevant to monitoring progress towards reaching the D10 targets. While the existing measures have not been grouped into categories, the following theme groups can be deduced: management of waste on land; management of waste from shipping; fisheries and aquaculture; and cleaning actions. The existing measures all have a clear relationship with the targets. Similarly, the new measures all have a clear relationship with the (generally formulated) target 10.1. Measure D10: DU1 has also been linked to target 10.2.
The measures thus address GES and targets definitions.";The measures address the GES and target definitions. The measures aim to reduce the amount of marine litter entering the marine environment via the different channels (land-based activities -urban- and sea-based activities -shipping, fisheries and aquaculture) and, eventually, the impact and uptake of marine litter by marine organisms. All measures have been linked to the targets defined for D10.;3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D10;Timelines ;"Timeline to achieve GES
Slovenia explains that the initial assessment for Slovenian marine waters did not indicate a bad environmental status of marine waters for D10, but some data suggested that this could happen in the future if no effective actions in the region and subregion were implemented. Still, Slovenia does not clearly state when GES will be achieved. 

Timeline for implementation of the PoM
Slovenia has provided precise timelines for the implementation of its existing but not yet implemented measures and its new measures. One of its existing but not yet implemented measures will be in place between 2017 and 2021 (D10:TU4), and the other between 2017 and 2020. New measures D10: DU1, D10: DU2, D10: DU3 will be implemented in 2020-2021, 2017-2021 and 2019-2020, respectively.";None of the new measures was implemented by 2016 (implementation will start by 2017, 2019 and 2020). Slovenia does not report when it expects GES to be achieved. As such, no conclusion can be drawn. ;0;No conclusions ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;14;D10;Exceptions ;"Slovenia does not apply an exception for D10. 

 
Slovenia reports that its regional cooperation measures for D10 fall under Article 15 MSFD. This has not been analysed in this report as the Commission's Article 16 assessment focuses on the assessment of measures and exceptions reported under Article 13 and Article 14.";Slovenia does not report any exception for D10.;na;na;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D11;Coverage of pressures ;"Under Article 8, Slovenia reported defence operations, tourism and recreation (including yachting) and shipping as activities causing underwater noise. It also mentioned land claim/coastal defence and port operations but explained that these activities only occur locally (port of Koper). The measures reported cover these activities. Measure D11: DU2 is rather generic and is expected to cover all activities to some extent. It should also be noted that both impulsive and continuous noise are addressed.

At the subregional level, all Member States reported shipping as source of underwater noise. This activity is covered by the measures reported by Slovenia. Italy and Greece reported marine hydrocarbon extraction, while Greece and Croatia reported marine research, as activities causing underwater noise. Slovenia does not report specific measures covering these activities since it does not consider them to currently impact on their waters (there is currently no such activities in Slovenian waters). However, adopting a precautionary approach, Slovenia reports two measures: D11: DU2 and D1-D11: DU2 which aim to cover these activities in case these activities may create pressures in the future. 

At the regional level, one of UNEP/MAP’s objectives is associated with energy and noise: ‘Noise from human activities causes no significant impact on marine and coastal ecosystems’. Slovenia’s D11 PoM contributes to addressing this aim.";The measures address the reported pressures and cover the reported activities, which include land claim/coastal defence, port operations (both with only local impact), defence operations, tourism/recreation (including yachting) and shipping as activities causing underwater noise. ;3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D11;Coverage of GES and targets ;"According to Slovenia, GES for D11 is achieved when underwater noise and energy (both continuous and impulsive noise) resulting from human activities are at levels that do not harm the ecosystem.

The measures included in the PoM cover impulsive noise (e,g. D11: DU2) and continuous noise (e.g. D11: DU1), and thus address the GES definition.

Slovenia updated its targets during the preparation of the PoM. Therefore, the targets for D11 differ slightly from those reported under Article 10 and the monitoring programme, although still keeping the same overall goals. Slovenia defines four targets in the PoM: regulate sectors and/or activities which emit impulsive (target 11.1)/continuous (target 11.2) sound to reduce underwater noise; and develop methods and approach for monitoring underwater noise at the national (target 11.3)/regional (target 11.4) level. In Article 10 and the monitoring programme, target 11.1 is the same as that defined in the PoM, while target 11.2 should correspond to target 11.3 of the PoM, and target 11.3 is similar to target 11.4 of the PoM, with different scope (being at regional level in the PoM and subregional level in Article 10 and the monitoring programme).

Two targets aim to regulate noise (impulsive and continuous) and they are addressed by the measures reported in the PoM (e.g. D11: DU2 and D11: DU1). Two additional targets aim to monitor underwater noise at different spatial scales and are addressed, as clarified by Slovenia, through horizontal measures such as D1-D11: TU5, D1-D11: TU9 and D1-D11: TU10. Slovenia explained that it will assess the effectiveness of these measures in the future in order to decide upon the need of updating the PoM on D11. 

The PoM therefore addresses GES and targets.";The measures address GES and targets. The measures address impulsive and continuous noise, and therefore the GES definition. Two targets aim to regulate noise (impulsive and continuous) and these are addressed by the measures. Two targets aim to monitor underwater noise at different spatial scales and are addressed by means of several horizontal measures.;3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;13;D11;Timelines ;"Timeline to achieve GES
Slovenia reports that in order to achieve and maintain GES by 2020 for underwater noise and energy (D11), it is necessary to upgrade the existing measures (i.e. 1a). Slovenia reports both existing but not yet implemented (i.e. 1b) and new (i.e. 2a) measures for underwater noise and energy (D11). Therefore, GES is expected to be achieved by 2020.  

Timeline for implementation of the PoM
Slovenia reports that its existing but not yet implemented measures will start to be implemented in 2017 (2017-2021), with both new measures starting to be implemented in 2020. ";Even though Slovenia reports that GES is expected to be achieved by 2020, none of the new measures was in place by 2016. As such, the timelines are not appropriate.;1;Not appropriate ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
SI ;MED ;14;D11;Exceptions ;No exceptions are applied for D11. ;Slovenia does not apply any exceptions for D11.;na;na;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/54b24d3b-c572-4f42-a273-1da098633c7b/details
UK;MED ;13;D2;Coverage of pressures ;"The UK has identified the introduction of non-indigenous species and translocations as the main pressure on its marine environment in the context of D2 and shipping (ballast water and biofouling), aquaculture and recreational activities as the main pathways in its Article 8 report. The reported groups of measures address these pressures. 

At the subregional levels, neighbouring Member States have identified shipping and aquaculture as key pathways of NIS introductions as the key pressure/activity for D2. Furthermore, tourism and yachting was identified by Ireland in the Celtic Seas. The UK covers this pressure and activity through its measures. 

At the regional level, the UK measures for D2 indirectly address some aspects of OSPAR’s thematic priority of avoiding loss of biological diversity and achieving and maintaining healthy ecosystems. Nevertheless, by not covering impacts on ecosystems, habitats and species this priority may not be sufficiently addressed in the context of D2.";"The measures address all key pressures identified in their Article 8 reporting in the NEA and cover additional pathways by addressing aquaculture, shipping, oil and gas and recreational boating. Regional priorities under OSPAR are partially addressed, since impacts on marine habitats and species are not directly addressed by the measures, which focuses on addressing NIS introductions and spreading. 
Pressures for Gibraltar are partially addressed, as even though shipping and ballast water management efforts are included in the PoM, tourism and recreation activities and defence operations are not covered by the PoM. ";3;Addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/34113a51-f266-41b5-a361-b717de0e2d6a/details
UK;MED ;13;D2;Coverage of pressures ;"Gibraltar belongs to the Western Mediterranean Sea subregion. The UK reported NIS introductions as a pressure on its marine environment under Article 8 and identified shipping, tourism and recreation and defence operations as activities causing the pressure. The existing measures that the UK reports for Gibraltar to address D2 include IMO control measures relating to shipping and ballast water management efforts. Shipping (including biofouling), a main source of new NIS introductions, is thus addressed through the PoM. Furthermore, the UK reports the systematic application of EIA procedures for new projects to address other anthropogenic activities that represent a risk for introducing NIS into Gibraltar’s waters. However, these activities have not been specified by the UK. Tourism and recreation activities and defence operations are not addressed by any specific measure. Therefore, the UK partly covers relevant pressures in the Western Mediterranean Sea. 

Other Member States in the subregion also highlight fisheries, aquaculture, tourism and shipping as contributing to the spread of non-indigenous species in the Western Mediterranean Sea subregion. Out of these, the UK in Gibraltar addresses shipping.

At the regional level, one of UNEP/MAP’s priority is to monitor the spreading of invasive species , : “Non‐indigenous species introduced by human activities are, to the maximum extent possible, at levels that do not adversely alter the ecosystem” (associated to operational objectives and indicators). According to UNEP/MAP, maritime transport (or shipping) increased significantly in the Mediterranean Sea between 1997 and 2006 (50% rise in the transport capacity). This is the main cause of the rapid development of invasive and non-indigenous species (especially in the western basin, although the Suez Canal is the main mode of the introduction of such species in the eastern Mediterranean Sea) . The UK states that even though it has not ratified the Barcelona Convention, it will be seeking more active engagement under the Mediterranean Acton Plan (MAP) to ensure a common implementation of measures. Nevertheless, what this entails exactly is not clear. ";"The measures address all key pressures identified in their Article 8 reporting in the NEA and cover additional pathways by addressing aquaculture, shipping, oil and gas and recreational boating. Regional priorities under OSPAR are partially addressed, since impacts on marine habitats and species are not directly addressed by the measures, which focuses on addressing NIS introductions and spreading. 
Pressures for Gibraltar are partially addressed, as even though shipping and ballast water management efforts are included in the PoM, tourism and recreation activities and defence operations are not covered by the PoM. ";2;Partially addressed ;https://circabc.europa.eu/ui/group/326ae5ac-0419-4167-83ca-e3c210534a69/library/34113a51-f266-41b5-a361-b717de0e2d6a/details
