MS;Region;Article ;Descriptor;Assessment criteria;Summary;Score ;Conclusion
ES;ATL;13 and 14;D1, 4, 6 – Seabed habitats;;PoM partially addresses MSFD needs to progress towards GES. Even though GES and targets are addressed, pressures are only partially covered as seabed impacts from fishing is not fully covered by the PoM. Spain does not report if it expects for GES to be achieved by 2020.;;
FR ;ATL;13 and 14;D2;;PoMs address MSFD needs to progress towards GES in the North East Atlantic, and partially address MSFD needs to progress towards GES in the Mediterranean Sea. Pressures, GES and targets are addressed, but the pathway of hull fouling is not mentioned in the Mediterranean Sea. France reports that GES is expected to be achieved by 2020 in all subregions.;;
FR ;ATL;13 and 14;D3;;PoMs address MSFD needs to progress towards GES in the North East Atlantic, and partially address MSFD needs to progress towards GES in the Mediterranean Sea. In the NEA region, the needs are addressed. However, they are only partially covered for the Western Mediterranean subregion, as the measures are unlikely to sufficiently manage commercial fisheries and regulate recreational fishing for all relevant species. France reports that GES will be achieved by 2020;;
FR ;ATL;13 and 14;D5;;PoMs partially address MSFD needs to progress towards GES. . The measures address the relevant pressure (nutrient enrichment) and most activities, though not all those that have been reported. The measures broadly address the GES definition, but partially address target definitions. No targets are defined for the Western Mediterranean subregion, which is a gap in the Member State’s marine strategy. France reports that GES is expected to be achieved by 2020. These results are pending the WFD assessment results.;;
FR ;ATL;13 and 14;D7;;PoMs partially address MSFD needs to progress towards GES. Pressures and reported activities are addressed in the NEA subregions and partially addressed in the Western Mediterranean subregion. GES and targets are partially addressed in all subregions. GES is expected to be achieved by 2020.;;
FR ;ATL;13 and 14;D8 ;;PoMs partially address MSFD needs to progress towards GES. The existing and new measures address the reported pressures and activities, as well as the targets. Even though the measures address the D8 targets, no clear link can be made with the GES definition, which is thus partially covered. France reports that GES will be achieved by 2020.;;
FR ;ATL;13 and 14;D9;;PoMs address MSFD needs to progress towards GES. The PoM addresses the introduction of hazardous compounds and the activities that have been reported in Article 8. The GES and targets are addressed by the measures. France reports that GES will be achieved by 2020.;;
FR ;ATL;13 and 14;D10;;PoMs address MSFD needs to progress towards GES in the North East Atlantic, and partially address MSFD needs to progress towards GES in the Mediterranean Sea. The French D10-related measures address GES, almost all targets, and the related pressures (marine litter) and activities. Still, one of the defined targets for the Mediterranean Sea (micro-litter) is not addressed. France acknowledges this and specifies that efforts are currently being placed on characterising pressures and impacts linked to micro-litter and that these aspects will be addressed in the future. France reports that GES will be achieved by 2020.;;
FR ;ATL;13 and 14;D11;;PoMs address MSFD needs to progress towards GES. Pressures and activities, GES and targets in the NEA and Mediterranean Sea are addressed. France reports that GES will be achieved by 2020.;;
FR ;ATL;13 and 14;D1, 4 – Birds;;PoMs address MSFD needs to progress towards GES. GES definition, targets and pressures are addressed. France reports that GES will be achieved by 2020.;;
FR ;ATL;13 and 14;D1, 4 – Fish;;PoMs address MSFD needs to progress towards GES. GES definition, targets and pressures are addressed. France reports that GES will be achieved by 2020.;;
FR ;ATL;13 and 14;D1, 4 Mammals;;PoMs address MSFD needs to progress towards GES. Pressures, GES and targets are addressed. France reports that GES will be achieved by 2020.;;
FR ;ATL;13 and 14;D1, 4 - Water column habitats;;PoMs partially address MSFD needs to progress towards GES. Pressures, GES and targets are partially addressed, as aspects such as contaminants, eutrophication and NIS are not addressed under this descriptor. France reports that GES will be achieved by 2020;;
FR ;ATL;13 and 14;D1, 4, 6 – Seabed habitats;;PoMs partially address MSFD needs to progress towards GES. Activities such as land-claim and seaweed and other food harvesting are not addressed. France reports that GES will be achieved by 2020.;;
DK;ATL;13 and 14;D2;;PoM partially addresses MSFD needs to progress towards GES. The measures focus on NIS ship-borne transport (including yachting) and transport via fisheries and aquaculture activities, which enables GES and targets definitions to be addressed. However, biofouling is only indirectly covered through monitoring efforts. The measures will prevent the introduction of new NIS and monitoring actions are in place regarding existing ones. The PoM aims to achieve GES by 2020;;
DK;ATL;13 and 14;D3;;PoM addresses MSFD needs to progress towards GES. Pressures, all relevant activities, as well as GES and targets are addressed by the PoM, through the implementation of the CFP. The PoM aims to achieve GES by 2020;;
DK;ATL;13 and 14;D5;;PoM partially addresses MSFD needs to progress towards GES. Pressures, GES and most of the targets are addressed by Denmark’s measures. However, no measure has been reported to directly address two of the targets. GES is not expected to be achieved by 2020 in the Baltic Sea and an exception with a grounded justification has been provided. This is provided that the relevant measures are assessed as adequate under the WFD. These results are pending the WFD assessment;;
DK;ATL;13 and 14;D7;;PoM addresses MSFD needs to progress towards GES. Pressures are addressed, yet it should be noted that cumulative impacts are not clearly considered. The GES definition is addressed by the PoM and no targets have been defined for D7 (but the definition of GES is used as an intermediate environmental target). Denmark reports that GES is expected to be achieved by 2020 in all regions;;
DK;ATL;13 and 14;D8;;PoM addresses MSFD needs to progress towards GES. All relevant pressures and activities, as well as the GES and targets definitions, are addressed by the measures. The PoM aims to achieve GES by 2020;;
DK;ATL;13 and 14;D9;;PoM addresses MSFD needs to progress towards GES. All relevant pressures, as well as the GES and targets definitions, are addressed by the measures. The PoM aims to achieve GES by 2020;;
DK;ATL;13 and 14;D10;;PoM partially addresses MSFD needs to progress towards GES. Even though the measures address the relevant pressures, activities and targets, NIS-related aspects and the socioeconomic impacts of marine litter are not specifically covered, despite being included in the GES definition, which is therefore only partially addressed. The PoM aims to achieve GES by 2020;;
DK;ATL;13 and 14;D11;;PoM addresses MSFD needs to progress towards GES. All activities reported in Article 8 are covered (even though the dumping of munitions has been mentioned in Article 8, Denmark ensures that it does not dump munitions and measures have been reported to cover military activities). The PoM also addresses other sources of underwater noise (such as shipping for example). GES and targets are addressed. The PoM aims to achieve GES by 2020;;
DK;ATL;13 and 14;D1, 4 – Birds;;PoM partially addresses MSFD need to progress towards GES. Pressures, GES and targets are only partially addressed. The PoM aims to achieve GES by 2020;;
DK;ATL;13 and 14;D1, 4 – Fish;;PoM partially addresses MSFD needs to progress towards GES. Pressures, GES and targets are only partially covered. The PoM aims to achieve GES by 2020;;
DK;ATL;13 and 14;D1, 4 Mammals;;PoM partially addresses MSFD needs to progress towards GES. Pressures, GES and targets are partially addressed for mammals. The PoM aims to achieve GES by 2020;;
DK;ATL;13 and 14;D1, 4 - Water column habitats;;PoM partially addresses MSFD needs to progress towards GES. Targets are addressed for water column habitats. However, pressures are only partially covered. GES has not been defined;;
DK;ATL;13 and 14;D1, 4, 6 – Seabed habitats;;PoM partially addresses MSFD needs to progress towards GES. Pressures, GES and targets are partially addressed for seabed habitats. The PoM aims to achieve GES by 2020;;
