Country;Descriptor;AssessmentCriteria;MSFDArticle;Assessment;Conclusions;Criteria;OverallScore;OverallAssessment
Slovenia;D6;Adequacy;Initial assessment (Article 8);"From Descriptor 1, 4, 6 assessment:

Pressures (physical loss and physical damage) (Partially adequate; 2):

Slovenia has carried out a relatively limited initial assessment in relation to physical loss and physical damage - the information is mainly qualitative. Slovenia acknowledges that there is insufficient information available on the extent of the areas affected and the types of changes undergone, reporting that adequate methodology is still under development. In the reporting sheets, the assessment is more focused on pressures, but in the paper report, impacts are also described.
 
Slovenia indicates that the ports, land claim defence and tourism are the main causes of physical loss. The main features affected are listed and the proportion of the features impacted is provided (5-25%). However, no trends or conclusive judgements on the level of physical loss and its impacts are reported. 

In relation to physical damage, Slovenia lists fisheries, tourism and ports as the main causes of the pressure. The main features affected are listed and the proportion of the features impacted is provided (75-100%). However, no trends or conclusive judgements on the level of physical damage and its impacts are reported. The evaluation of hydrographical changes carried out under the Water Framework Directive is briefly mentioned.

Biological features (Partially adequate, 2):

Habitats:
Slovenia has carried out an initial assessment on both seabed and water column habitats. The assessment is mainly qualitative and covers both seabed and water column habitats. Slovenia has reported on the following habitats: shallow sublittoral rock and biogenic reef, shallow sublittoral mixed sediment, coastal waters, littoral rock and biogenic reef, littoral sediment and Posidonia oceanica meadows. For each of the habitats reported, the information in the reporting sheets covers the habitat distribution, extension and condition, the main causes of pressure, the status of the habitat in relation to the natural status and the proportion of habitat that is altered. Trends (stable in all cases except littoral rock and biogenic reef and littoral sediment) and judgements on the current status (not good for littoral rock and biogenic reef and littoral sediment, good for shallow sublittoral rock and biogenic reef, shallow sublittoral mixed sediment and Posidonia oceanica meadows, with no conclusive judgement given for coastal waters) are also provided as are the threshold values and baselines used for these assessments. The paper report cites a considerable amount of literature and focuses on the initial assessment of mediolittoral habitat, rock infralittoral habitat, circalittoral habitat and water column. It refers a few times to the Habitats Directive.";"From Descriptor 1, 4, 6 assessment:

Pressures:
The initial assessment by Slovenia of physical loss and damage is considered partially adequate. The different types and causes of physical loss and damage are documented and reported, but the information is limited. The information is mainly qualitative (even though the proportion of areas/habitats impacted is given) and no trends or judgements have been provided. A more detailed reference to the Water Framework Directive was expected.

Features:
The initial assessment by Slovenia of biological features is considered partially adequate. The information is mainly qualitative but covers, although not always in great detail, most habitat types and functional/species groups, as well as a few individual species (groups which have not been reported on will be under the Habitats and Birds Directives). Trends and judgements on status are provided in some cases. Slovenia has not reported on ecosystems.";"From Descriptor 1, 4, 6 assessment:

Pressures:
- The different types and causes of physical loss are reported  but the information is limited
- Mainly qualitative (even though the proportion of areas/habitats impacted is given) 
- No trends or judgements have been provided

Features:
- Information is mainly qualitative but covers most habitat types and functional/species groups (although not always in great detail)
- Trends and judgements on status are provided in some cases
";2;Partially adequate
Slovenia;D6;Adequacy;Targets (Article 10);"Slovenia has defined eight targets for D6. Four targets are state-targets requiring the achievement of good status. They also require the prevention of the deterioration of the status but without specifying how that might be done. The targets are more like expressions of GES than tools used to help achieve GES. Two targets are research/data collection targets. The remaining two targets relate to the reduction of impacts/pressures. 

None of the targets include a reference to existing legislation and none are sufficiently specific to be SMART except possibly for the last target to reduce the impacts of fishing practices so that 10% of the seabed is protected from mechanical damage. This last target is also the only target that is specifically aiming at reducing the level of impacts from a specific pressure. ";The Slovenian targets are judged as inadequate. The targets for Descriptor 6 lack references to relevant existing legislation and conventions and with the exception of one target are all insufficiently specific to be SMART. Half of the targets are expressions of GES rather than targets. Only one target focuses on pressure reduction. The targets as a set for Descriptor 6 are currently not specific enough to ensure the achievement of GES by 2020. ;"- Only one pressure/impact-related target, the others are state targets (rather expressions of GES) and research/data collection targets
- Target is not SMART
- No reference to existing legislation/ conventions 
";1;Inadequate
Slovenia;D6;Consistency ;;"The approach for the three biodiversity descriptors is not fully consistent. With regard to Descriptor 1 for both the GES definition and the setting of targets, Slovenia has referred to existing legislation which it has not done for Descriptors 4 and 6. The GES definitions for each of the descriptors have been defined at a high level and generally remain at the criteria level. The GES definitions often set as a baseline “natural conditions” but it is unclear what are considered natural conditions. In addition, it seems that the GES definition for D1 includes only protected/listed habitats and does not address all marine species reported in the initial assessment.

The targets are not comprehensive enough to achieve GES and are not fully consistent with the initial assessment. Slovenia’s option not to report on some species groups/individual species, justified by the fact that they will be covered under the reporting obligations of the Habitats and Birds Directives, did not hinder the establishment of targets covering some of these species groups/individual species (e.g. loggerhead turtle). Still, the choice of species-level targets does not contain the whole range of biodiversity components, especially regarding fish and seabirds, for Slovenian waters.";;;;
Slovenia;D7;Adequacy;GES (Article 9);"Slovenia has defined GES for Descriptor 7 at descriptor level both in the reporting sheets and in the paper report (the text is not exactly the same but it is very similar). Although the definition is in line with the 2010 Commission Decision, none of the criteria and indicators laid out for Descriptor 7 are incorporated and no justification has been provided.

In the reporting sheets, the features impacted are listed but no reference values or thresholds are provided. There is no reference to the appropriate WFD normative definitions of ecological status classifications for coastal waters.";The GES definition of Slovenia for Descriptor 7 is assessed as inadequate. GES is determined at descriptor level, is not a repetition of the MSFD Annex I definition and is consistent with Commission Decision. However, no reference values or thresholds have been provided and ecosystems and impacts are described in a general way. There is also no reference to WFD definitions, although all Slovenian waters are concerned by WFD.;"- GES is determined at descriptor level and none of the criteria of the 2010 Commission Decision has been incorporated
- No reference values or thresholds have been provided
- Ecosystems and impacts are described in a general way
- No reference to WFD definitions, although all Slovenian waters are concerned by WFD";1;Inadequate
Slovenia;D7;Adequacy;Initial assessment (Article 8);"Slovenia has carried out an initial assessment on the level of pressure and impacts of hydrographical changes. The information is limited and mostly qualitative, but no plans are described to address the knowledge gaps. It is reported that 5-25% of the Slovenian marine water are affected by permanent hydrographical changes but the Bay of Koper is expressly mentioned as the area of most concern. Ports and land claim defence are listed as the main causes of pressure. The impacts on water column and seabed habitats are very briefly described. The reference to “heavily modified water bodies” in the Bay of Koper is the only direct link with the Water Framework Directive. 

No trends or conclusive judgements are provided in relation to the level of pressure and impacts of permanent hydrographical changes. In relation to marine acidification, it is reported that less than 1% of the Slovenian waters are affected and measurements for the period 1989-2010 are provided. The main causes of marine acidification are urban discharges, industry, agriculture and forestry.";The initial assessment of Slovenia for hydrographical changes is assessed as inadequate. Although pressures and impacts are briefly reported there is no specific description of affected ecosystems or of impacts or judgement about the situation regarding GES. Given that Slovenian coastline is short with waters entirely coastal, they are very sensitive to pressures covered by the Water Framework Directive (main impacted areas classified Heavily Modified Water Bodies), and a better assessment could have been produced based on the Water Framework Directive reports. ;"- Pressures and impacts are briefly reported but there is no specific description of affected ecosystems or of impacts 
- No judgement about the situation regarding GES has been provided
- Information from the WFD reports is not sufficiently reflected in the assessment";1;Inadequate
Slovenia;D7;Adequacy;Targets (Article 10);"Slovenia has defined three targets but no indicators to address Descriptor 7. The targets are the same in the reporting sheets and in the paper report, but in the paper report it is stated that the proportion of area affected by hydrographical changes mentioned in Target 7.1 will be determined by 2018.

The proposed environmental targets are not specific, not measurable (no reference scale) and it is not possible to assess if they are achievable or realistic. The targets are not operational. The only timescale provided is the general reference to 2020. Target 7.1 is not specific enough as some of the elements are not developed (“parameter”, “change”) while Target 7.2 includes some parameters that are not specific to Descriptor 7 (nutrients). No thresholds or baselines are given for any of the proposed targets. As none of the targets specifically aim to reduce any impact of human activities there is no link with the initial assessment. The targets proposed are not useful to guide progress towards achieving GES. There is also no link to the Water Framework Directive or to other regulatory tools (e.g. EIA, SEA).";The set of environmental targets defined by Slovenia for Descriptor 7 is assessed as inadequate. The proposed environmental targets are not SMART or operational. They are not specific and do not focus on the reduction of specific pressures or impacts, and are unlikely to be useful in guiding progress towards GES.;"- The targets are not SMART or operational
- They are not specific and do not focus on the reduction of specific pressures or impacts
- Probably not useful to guide progress towards GES";1;Inadequate
Slovenia;D7;Consistency ;;"The assessment of the pressure and its impacts is consistent with the Slovenian definition of GES for Descriptor 7 as, on one hand, the initial assessment is very general, and on the other hand, the definition of GES is not very specific.

None of the targets are specifically targeted at reducing any impact of human activities and therefore there is no link with the initial assessment. Since the targets are not measurable or operational (i.e. they cannot be clearly related to any operational measure concerning pressures or impacts), they cannot be considered sufficient enough to achieve GES.";;;;
Slovenia;D8;Adequacy;GES (Article 9);"Slovenia has defined GES for Descriptor 8 at descriptor and criteria level in the reporting sheets but only at descriptor level in the paper report. The coverage of the two criteria is only partial since the definition for criterion 8.2 does not cover acute pollution events and does not include specific biological effects on ecosystem components. 

For criterion 8.1 on concentration of contaminants, Slovenia mentions the three relevant matrices for measurement of concentrations. For concentrations in water, Slovenia refers to the EQS Directive standards, indirectly through the reference to the Decree on the status of surface waters (URL 14/2009), which transposes the WFD, and directly in the reporting sheet field “threshold value”. Hence the limit values used by Slovenia are the EQS for measurements in water. This means that all priority substances should be covered, although Slovenia does not specify this. For concentrations in biota, Slovenia does not refer to the three substances (Hg, HCB, HCBD) for which an EQS has been set in biota.  It refers however to Regulation 1881/2006 on foodstuffs limit values, which only covers species for human consumption and has a different focus than the EQS Directive (human health rather than environmental protection). For sediments, Slovenia mentions that no limit values have been set at EU level yet and therefore it defines a number of possible conditions for the achievement of GES:
-	Synthetic pollutants do not exceed values that can cause irreversible effects on organisms
-	Non-synthetic pollutants do not deviate significantly from the natural values of the environment
-	Non-increasing trend in pollutant concentrations

It is not clear whether all these three conditions must be fulfilled for GES to be achieved, or only one/some of them. The formulation used (“can be”) also makes it unclear whether these conditions are necessary or only optional. Finally, the conditions are phrased only in a qualitative way (“do not deviate significantly”), which is explained by the fact that no standards have been defined at EU level for measurement in sediment. There is also a lack of specificity regarding the baseline to be used to assess whether concentrations in sediments have not increased. 

For criterion 8.2 on effects of contaminants, Slovenia uses the background concentrations and environmental assessment criteria defined by OSPAR (Slovenia does not specify that they are from OSPAR but it is understood from the use of the acronyms BAC and EAC). It is not clear why Slovenia has not used these for the criterion 8.1 for concentrations in biota and sediment but it can be considered covered by their mention under criterion 8.2. The formulation used by Slovenia is unclear. Slovenia mentions knowledge of the BC, the BAC and the EAC and mentions that a “fall below these values means the deterioration of the environment”. However, this is the opposite of what the EAC represent since they are limit values, i.e. values above which concentrations have a negative effect on the environment (including organisms) and therefore which shouldn’t be exceeded. It is assumed that this is an error in the Slovenian text. Criterion 8.2 covers effects of contaminants only from a concentration standpoint, it does not refer to specific biological effects on marine organisms, as defined e.g. in a number of OSPAR EcoQOs. It does refer to “basal activity of biomarkers” but does not specify which biomarkers should be used, nor does it explain what the condition for the achievement of GES is with reference to the biomarkers. It does not cover acute pollution events at all. 

In the accompanying text to the GES definition, Slovenia links Descriptor 8 with a number of other descriptors, in particular D1, D4 and D9, but also D2, D3 and D10. ";The GES definition for D8 by Slovenia is considered partially adequate. Coverage of criterion 8.1 on concentration of contaminants is adequate as Slovenia refers to compliance with the EQS Directive for measurements in water. For biota and sediment, it also refers to the EAC (under Criterion 8.2). Considering that MEDPOL has no criteria of their own, the application of the OSPAR criteria is a reasonable start. However, some assumptions need to be made if the monitored species in the Mediterranean are different from those for which the OSPAR criteria apply. Effects of contaminants seem to be assessed only by looking at contaminant concentrations and it is unclear whether specific biological effects are included. Acute pollution events are not addressed at all. ;"- Adequate coverage of criterion 8.1 on concentration of contaminants 
- Refers to compliance with the EQS Directive for measurements in water. 
- Refers to OSPAR EAC for biota and sediment
- Effects of contaminants addressed only through contaminant concentration
- Unclear if specific biological effects are included
- Acute pollution events is not addressed";2;Partially adequate
Slovenia;D8;Adequacy;Initial assessment (Article 8);"Synthetic and non-synthetic substances
Slovenia has carried out a very limited and mainly qualitative assessment on the level of pressure and impacts from synthetic and non-synthetic substances. Slovenia acknowledges a series of serious shortcomings that prevented a more comprehensive assessment. Data are only available for certain groups of pollutants and for some of these only a single measurement was carried out. The information on loads from the different sources is also very scarce. Slovenia states the need to develop an adequate monitoring programme and to work closely with the neighbouring countries in the evaluation of the cross-border effects.

In the reporting sheets and in the paper report, Slovenia has listed the different sources of contamination by synthetic and non-synthetic substances (e.g. shipping activities, industrial and wastewater treatment wastes, agriculture). It provides quantification of input loads but only from land based sources. Little information is reported on both sea-based and air-based sources. 

In terms of substances measured, Slovenia refers to organotin compounds (benzo[a]pyrene and its derivatives), PCBs and dioxins. Slovenia only makes an assessment of contaminant concentrations in species for human consumption, including the blue mussel (Mytilus galloprovincialis), the sea bass (Dicentrarchus labrax), sole (Solea solea) and horse mackerel (Trachurus trachurus), with reference to EU Regulations 1881/2006 and 1259/2011. It does not provide an indication of the level of contaminants in marine waters, in relation to the EQS Directive. In terms of quantification, it only mentions that less than 1% of its assessment area is affected by contamination by hazardous substances. It is not certain how it reaches this conclusion. 

Practically no information is provided on the impacts of synthetic substances apart from the indication that general stress has been recorded in Mytillus galloprovincialis along the Slovenian coast due to various pollutants. No trend is provided as only one measurement has ever been performed. No information on the proportion of the area/habitats affected is provided. 

Slovenia makes a judgement on the current level of the pressure in the marine environment in general. It considers that the level of pressure is not acceptable (i.e. status is not good), but only because of the high concentration of TBT (regarding all the other pollutants the status is considered good). Since no indication is provided regarding TBT concentrations anywhere else in the initial assessment, it is not certain how Slovenia reaches this conclusion. In addition, it is not specified what threshold values and baselines have been used to come up with this conclusion and how it refers to the GES definition, largely based on compliance with the EQS Directive. 

In relation to non-synthetic substances, Slovenia indicates that concentrations of metals do not normally exceed the maximum permitted value. It also reports that the concentrations in biota of PAH and metals, resulting from one single measurement, are below the limit values laid down in Regulation 1881/2006. Very little information is reported on the impact of non-synthetic substances on habitats or functional groups – the results from one single study on the occurrence of micronuclei (MN) are mentioned. No trends, judgement or the proportion of the area/habitats affected are provided.

Radionuclides
Slovenia has not reported on radionuclides. Contamination by radionuclides was considered not relevant but no further justification has been provided.

Acute pollution events
Slovenia reports very briefly on acute pollution events, referring to the only ecological disaster that has occurred in their waters in 1983 and to other, smaller, occurrences, which concerned mainly oil spill. Slovenia indicates in addition that in the past 6 years, only minor incidents of pollution have been recorded. Shipping, tourism and industry are listed as the main causes of acute pollution events. There is no reference to the impacts caused by these events. No quantification, trends or judgements are provided and no gaps or future plans are reported.";The initial assessment of Slovenia for contaminants is considered inadequate. The assessment is very limited, referring only to a limited number of sources of contaminants and to a few substances. There is practically no quantifiable information on loads or concentrations of substances or the impacts of these in the environment. In addition, the judgements made all refer to Regulation 1881/2006, which is only relevant for human consumption purposes but is not adequate for environmental protection. Considering the justification provided by Slovenia, it is possible that measurements have not been carried out under the Water Framework Directive, which would explain the lack of values for concentrations of priority substances in water. ;"- Assessment very limited, referring only to a limited number of sources of contaminants and to a few substances
- Almost no quantifiable information on loads or concentrations of substances or the impacts of these in the environment
- Judgements refer to Regulation 1881/2006, relevant for human consumption purposes but not adequate for environmental protection";1;Inadequate
Slovenia;D8;Adequacy;Targets (Article 10);"Slovenia has set six targets and one associated indicator to cover Descriptor 8. In the paper report, Slovenia has divided the targets into environment targets (including the first three targets) and operational targets (the last three targets). It is not clear what makes the last three targets “operational”. It could be considered that these targets require action to be taken by the Slovenian authorities in order to determine/measure the various elements addressed by the targets (reference conditions for pollutants and heavy metals in sediment; stress biomarkers and other relevant biomarkers; sources of pollution by, and concentrations of, TBT) before they could be used to define GES. 

With regard to the first three targets, they address concentrations of contaminants (including radionuclides) in water, biota and sediment, referring to the relevant European standards (WFD, EQSD and Euratom standards) for water measurements (and possibly for biota measurements for the three substances for which an EQS has been defined in biota, although this is not specified). For sediments, Slovenia acknowledges the lack of reference values by setting an operational target, which aims to define reference or background concentrations for synthetic and non-synthetic substances in sediment. 

The second environmental target refers to biological impacts and requires the values of measured biological impacts to remain stable or decrease. It is not clear which biological impacts the target addresses. The baseline defined by Slovenia is based either on measurements at points less affected (not specified which ones these are exactly) or on the current status at a given time (not specified which this is either). It also mentions that in order to determine BAC, seasonal dynamics of a particular biomarker should be known. 

In addition, two operational targets relate to concentrations of TBT and to biomarkers, requiring that more knowledge is gathered on this two aspects. ";The set of targets and associated indicators defined by Slovenia to cover D8 is considered partially adequate. In terms of concentration of contaminants, Slovenia has defined appropriate targets related to European standards (WFD, EQSD and Euratom) for measurements in water. It does not refer to the OSPAR EAC, which it includes in its definition of GES. It defines a number of “operational” targets, which are actually targets to gather more knowledge on a number of aspects on which data is insufficient (e.g. concentrations in sediments, biomarkers, etc.). For effects of contaminants (8.2), it is unclear which values are used and the baseline is vaguely defined. ;"- SMART targets related to EU standards (WFD, EQSD and Euratom) for concentrations of contaminants in water
- No reference to OSPAR EAC
- Some targets to gather more knowledge 
- For effects of contaminants (8.2), it is unclear which values are used and the baseline is vaguely defined";2;Partially adequate
Slovenia;D8;Consistency ;;"The assessment of contamination of Slovenian marine waters and organisms by hazardous substances is not consistent with the definition of GES. It only covers a limited number of substances and does not refer to the EQS to assess concentrations in its marine waters or to the EAC for effects on ecosystem components. The only standards used are those of Regulation 1881/2006, which are adequate for D9 but not for D8. Although very limited, the IA includes an assessment of contamination by acute pollution but this is not addressed in the GES definition. 

The initial assessment covers mostly compliance with EU foodstuffs regulation while the GES and targets refer appropriately to the relevant environmental legislation (WFD/EQSD).

One target is defined on concentrations of radionuclides while this aspect is not included in the GES definition. In addition, the targets do not refer to the environmental assessment criteria (EAC), which are used in the GES definition of criterion 8.2. Slovenia has set however three targets to gather more knowledge on aspects that have clearly been identified as gaps in the initial assessment.";;;;
Slovenia;D9;Adequacy;GES (Article 9);"Slovenia has set GES for Descriptor 9 at descriptor level in both the reporting sheet and the paper report. Criterion 9.1 is only partly defined in that the Slovenian definition covers the level of concentrations but not the number of contaminants or frequency of regulatory levels being exceeded. 

With regard to the levels of concentrations, Slovenia defines its GES with reference to EU Regulation 1881/2006 and its amendment 1259/2011. Slovenia does not provide the list of substances covered by the definition, nor the list of species that should be used for the measurements. It is therefore assumed that all substances included in Regulation 1881/2006 are covered by the Slovenian definition and that all fish, fish products and bivalve molluscs included in the Regulation and relevant for Slovenian marine waters are addressed. Slovenia specifies that its definition applies to samples of fish, fish products and bivalve molluscs that are caught in the waters under national jurisdiction.

In the accompanying text, Slovenia mentions the links between D9 and other descriptors, in particular Descriptors 8, 3 and 6. It also mentions the need to coordinate the definition of GES for Descriptor 9 with neighbouring countries, at the level of the subregion. ";The definition of GES for Descriptor 9 by Slovenia is considered partially adequate. Slovenia refers to compliance with the relevant pieces of legislation (Regulation 1881/2006 and amendments) and includes a specification that its definition concerns samples coming from its marine waters (origin), which is considered a good practice, but it does not include a condition regarding the frequency of regulatory levels being exceeded (indicator 9.1.2), which means that GES is only partially defined. ;"- Compliance with relevant pieces of legislation (Regulation 1881/2006 and amendments) 
- Includes a specification that its definition concerns samples coming from its marine waters (+++)
- No coverage of indicator 9.1.2 on the frequency of regulatory levels being exceeded";2;Partially adequate
Slovenia;D9;Adequacy;Initial assessment (Article 8);"Slovenia has carried out a limited and mainly qualitative assessment on contaminants in fish and seafood. The assessment of contamination of fish and seafood by hazardous substances is made in combination with the general assessment of contamination by hazardous substances (see D8 section) therefore the assessment of sources of contamination is the same as for D8. 

Slovenia reported on the contamination by synthetic substances, referring to the results of a single measurement for PAHs, PCB and dioxins levels in shellfish (Mytillus galloprovincialis) and the following species of fish: sea bass (Dicentrarchus labrax), sole (Solea solea) and horse mackerel (Trachurus trachurus). Slovenia reports that the concentrations in biota of benzo[a]pyrene and its derivatives, and the concentration of PAHs, PCBs and dioxins are lower than those in Regulation 1881/2006/EC and Regulation 1259/2011/EU but no values are provided. While this assessment uses the same standards as the GES definition, Slovenia has not provided a conclusive judgement on the level of contamination in relation to GES (i.e. status is good). Neither trends nor the proportion of the area/habitats affected are provided.

On the contamination by non-synthetic substances, Slovenia reports that the concentrations in biota of metals, resulting from one single measurement, are below the limit values laid down in Regulation 1881/2006, but no actual values are provided. Besides mussels, the following species of fish and crustaceans were used: anchovy (Engraulis encrasicolus), pilchard (Sardina pilchardus), mackerel (Scomber sp.), Mugil cephalus, sea bass (Dicentrarchus labrax) and praying mantis (Squilla mantis). No trends or the proportion of the area/habitats affected are provided. 

Contamination by radionuclides was considered not relevant but no further justification has been provided.

Microbial pathogens
Slovenia has reported on microbial pathogens. It refers to the Bathing Waters Directive (2006/7/EC) and considers that the levels of microbial pathogens are moderate with stable trend. The level of microbial pathogens in shellfish waters is not reported. Slovenia has made a judgement on the level of the pressure in both bathing and shellfish waters. The trend is considered as stable. The main causes for pressure are wastewater and aquaculture.

Slovenia notes the lack of information on the presence of microbial pathogens in the areas of aquaculture and proposes a number of areas where efforts should focus (detection of changes in the species composition of bacterial communities, development of species-specific primers to detect the targeted microbial pathogens in natural marine water samples). ";The initial assessment of Slovenia for the contamination of fish and seafood by hazardous substances and microbial pathogens is considered partially adequate. The assessment of contamination by hazardous substances is limited, referring only to a limited number of substances and based only on one measurement. Slovenia reports that the values of the substances measured are below EU standards, but the values as such are not provided. The assessment for microbial pathogens is adequate in the light of the information available. Some information is missing but the knowledge gaps have been identified and albeit vague plans are provided to fill these gaps.;"- Limited assessment (limited number of substances assessed and only one measurement)
- Judgement made in relation to Regulation 1881/2006
- Assessment of contamination of shellfish waters by microbial pathogens";2;Partially adequate
Slovenia;D9;Adequacy;Targets (Article 10);"Slovenia has defined two targets and two associated indicators to cover Descriptor 9. In the paper report, the second target is qualified as “operational”. 

The first target (and indicator) relates to compliance with the relevant EU foodstuffs regulations. No further specification is provided (i.e. specific substances or species). 

Slovenia has defined a second target, which requires that a certain share of the catch of fish, shellfish and other animals intended for human consumption are inspected (presumably to ensure compliance with Regulation 1881/2006). The wording of the associated indicator is different from that of the target but it is assumed that it actually addresses the same objective. Neither the target nor the indicator provides a value for the share of catch to be inspected. Slovenia specifies in the target itself that this value should be defined in 2014.  This “operational” target is more related to collecting additional data in order to be able to make an assessment of progress towards achieving GES.";The set of targets and indicators defined by Slovenia to cover Descriptor 9 is considered partially adequate. The first target is actually a rewording of the GES definition, requiring compliance with the relevant EU standards. The second target is more original as it relates to the means to assess achievement of GES, i.e. inspections of catches. It does not directly address the reduction of a pressure but acknowledges that it is necessary to have an appropriate share of catches inspected in order to achieve a meaningful GES. However, the actual value is not included in the target or the indicator at this stage, and will only be determined in 2014, making the target unusable thus far. ;"- First target is rewording of GES definition
- Second target relates to the means to assess achievement of GES, i.e. inspections of catches, but lacks threshold values to be SMART";2;Partially adequate
Slovenia;D9;Consistency ;;"The assessment of contamination of fish and seafood for human consumption by hazardous substances is relatively consistent with the GES definition as it uses the same standards (EU Regulations 1881/2006 and 1259/2011). As the GES definition and the target on concentrations are very general, they cover the substances covered in the initial assessment however the initial assessment does not cover all the substances included in these pieces of legislation. 

A target has been defined on the share of catches that should be inspected but this aspect has not been addressed in the initial assessment.";;;;
Spain (Mediterranean);D1;Adequacy;GES (Article 9);"The GES definition for the Western Mediterranean region has been specified further than for the NEA region in regard to specific habitats: coastal sublittoral rock habitats, marine angiosperm habitats, subtidal soft bottom habitats and sublittoral rock habitats. The first GES condition for these habitats is that their range and extent remain stable except for subtidal soft bottom habitats for which the area impacted by anthropogenic pressures should decrease or stay within a reasonable area. Furthermore for each habitat where possible, GES achievement will be measured by comparing various parameters to comparable habitats that are not affected by anthropogenic pressures. The inclusion of the statement “where possible” indicates that there might be situations where GES cannot be defined. In such case, it is uncertain what will be done. In addition, the parameters that will be used to compare habitats impacted and those not impacted are not clearly defined, which means that it is not certain at which point GES is considered to be achieved. In regards to Posidonia oceanica meadows, criteria from the WFD or the Habitats Directive will also be used. However, it is not certain which criteria will be applied where these standards overlap.

Spain provides information regarding the baselines to be used for the GES definitions. For a number of habitat types, it mentions that the current information available could be used but that a thorough review is needed to complete the missing information (e.g. uncharted areas, standardized criteria). Only for soft bottom communities does Spain refer to the Favourable Reference Value (related to the Favourable Conservation Status of the Habitats Directive) of the JNCC. Spain also mentions that if the habitat is covered by an existing policy (WFD, HD), the reference values of these existing processes should be used. ";The definition of GES for D1 for the Mediterranean marine region is considered adequate for the same reasons as for the NEA marine region, and taking into account that an additional level of effort has been made to define GES for a number of specific habitat types. ;"- GES defined at the level of the criteria and indicator
- GES defined for all criteria of the Commission Decision and almost all indicators
- Quantitative definitions for birds and fish
- More specific definitions for habitats than for the NEA, some quantitative
- No quantitative definitions for mammals and reptiles but sufficient justification
- Reference to relevant agreements/standards (EU, RSC, international)
- Definition at ecosystem level provides holistic definition for the whole descriptor";3;Adequate
