"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Measure Impacts to","Feature code","Feature name","Water body","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","measure purpose","Measure location","Measure response","Status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"HDSP832","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP833","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF08","Reduce/eliminate marine contamination with litter",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP834","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE01","Reduce impact of transport operation and infrastructure",1,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP835","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP836","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP837","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP838","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE01","Reduce impact of transport operation and infrastructure",1,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP839","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP840","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF08","Reduce/eliminate marine contamination with litter",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP841","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP842","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP843","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP844","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE01","Reduce impact of transport operation and infrastructure",1,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP845","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP846","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP847","Ports and traffic","not specified","MMAC","PT","Portugal","Species","2624","Physeter macrocephalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE01","Reduce impact of transport operation and infrastructure",1,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP848","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5020","Balaenoptera musculus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP849","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5020","Balaenoptera musculus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF08","Reduce/eliminate marine contamination with litter",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP850","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5020","Balaenoptera musculus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP851","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5020","Balaenoptera musculus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP852","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5020","Balaenoptera musculus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE01","Reduce impact of transport operation and infrastructure",1,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP853","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5020","Balaenoptera musculus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP854","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5020","Balaenoptera musculus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP855","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5020","Balaenoptera musculus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF08","Reduce/eliminate marine contamination with litter",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP856","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5020","Balaenoptera musculus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE01","Reduce impact of transport operation and infrastructure",1,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP857","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5020","Balaenoptera musculus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP858","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5033","Hyperoodon ampullatus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE01","Reduce impact of transport operation and infrastructure",1,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP859","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5033","Hyperoodon ampullatus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP860","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5033","Hyperoodon ampullatus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP861","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5033","Hyperoodon ampullatus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE01","Reduce impact of transport operation and infrastructure",1,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP862","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5034","Mesoplodon europaeus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE01","Reduce impact of transport operation and infrastructure",1,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP863","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5034","Mesoplodon europaeus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP864","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5034","Mesoplodon europaeus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP865","Ports and traffic","not specified","MMAC","PT","Portugal","Species","5034","Mesoplodon europaeus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE01","Reduce impact of transport operation and infrastructure",1,,,"lonTerm","ident","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP866","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,1,0,4
"HDSP867","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,1,0,0,0,0,2
"HDSP868","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CN02","Implement climate change adaptation measures",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDSP869","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP870","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CX01","Support conservation measures in another EU Member State",0,,,,,"HD (Directive 92/43/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,1
"HDSP871","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP872","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,1,0,0,0,0,2
"HDSP873","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CS03","Improvement of habitat of species from the directives",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP874","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP875","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CE02","Manage/reduce/eliminate pollution to surface or ground water from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP876","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CX01","Support conservation measures in another EU Member State",0,,,,,"HD (Directive 92/43/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,1
"HDSP877","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CN02","Implement climate change adaptation measures",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDSP878","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CS03","Improvement of habitat of species from the directives",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP879","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,1,0,4
"HDSP880","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP881","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CE02","Manage/reduce/eliminate pollution to surface or ground water from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP882","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP883","Ports and traffic","not specified","MBLS","RO","Romania","Species","4125","Alosa immaculata","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP884","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CS03","Improvement of habitat of species from the directives",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP885","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP886","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CE02","Manage/reduce/eliminate pollution to surface or ground water from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP887","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP888","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,1,0,0,0,0,2
"HDSP889","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP890","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,1,0,4
"HDSP891","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CS03","Improvement of habitat of species from the directives",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDSP892","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CX01","Support conservation measures in another EU Member State",0,,,,,"HD (Directive 92/43/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,1
"HDSP893","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CN02","Implement climate change adaptation measures",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDSP894","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,1,0,0,0,0,2
"HDSP895","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,1,0,4
"HDSP896","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP897","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CE02","Manage/reduce/eliminate pollution to surface or ground water from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP898","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CN02","Implement climate change adaptation measures",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDSP899","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP900","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"M","CE04","Manage/reduce/eliminate marine pollution from transport",0,,,,,"HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP901","Ports and traffic","not specified","MBLS","RO","Romania","Species","4127","Alosa tanaica","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t",,"M","CX01","Support conservation measures in another EU Member State",0,,,,,"HD (Directive 92/43/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,1
"HDSP902","Ports and traffic","not specified","MATL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Theese populations are relatively large, and the trends are not all that clear, therfore the extent of the need for measures is hard to quantify at this point. Some N2000 areas for the species are in place, but measures in them are yet to be implemented. There are some general measures to reduce bycatch in place.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP903","Ports and traffic","not specified","MATL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF09","Reduce/eliminate noise, light, heat or other forms pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Theese populations are relatively large, and the trends are not all that clear, therfore the extent of the need for measures is hard to quantify at this point. Some N2000 areas for the species are in place, but measures in them are yet to be implemented. There are some general measures to reduce bycatch in place.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP904","Ports and traffic","not specified","MATL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Theese populations are relatively large, and the trends are not all that clear, therfore the extent of the need for measures is hard to quantify at this point. Some N2000 areas for the species are in place, but measures in them are yet to be implemented. There are some general measures to reduce bycatch in place.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP905","Ports and traffic","not specified","MATL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CJ01","Reduce impact of mixed source pollution",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Theese populations are relatively large, and the trends are not all that clear, therfore the extent of the need for measures is hard to quantify at this point. Some N2000 areas for the species are in place, but measures in them are yet to be implemented. There are some general measures to reduce bycatch in place.",1,0,0,0,0,0,0,1,1,0,0,3
"HDSP906","Ports and traffic","not specified","MATL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CG05","Reduce bycatch and incidental killing of non-target species",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Theese populations are relatively large, and the trends are not all that clear, therfore the extent of the need for measures is hard to quantify at this point. Some N2000 areas for the species are in place, but measures in them are yet to be implemented. There are some general measures to reduce bycatch in place.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP907","Ports and traffic","not specified","MATL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG05","Reduce bycatch and incidental killing of non-target species",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Theese populations are relatively large, and the trends are not all that clear, therfore the extent of the need for measures is hard to quantify at this point. Some N2000 areas for the species are in place, but measures in them are yet to be implemented. There are some general measures to reduce bycatch in place.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP908","Ports and traffic","not specified","MATL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Theese populations are relatively large, and the trends are not all that clear, therfore the extent of the need for measures is hard to quantify at this point. Some N2000 areas for the species are in place, but measures in them are yet to be implemented. There are some general measures to reduce bycatch in place.",1,0,0,0,0,0,0,1,1,0,1,4
