"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Measure Impacts to","Feature code","Feature Name","Water body category","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","Measure purpose","Measure location","Measure response","Status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"HDH768","Ports and traffic","not specified","MATL","UK","UK","Habitats","1130","Estuaries","Transitional","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. The following conservation measures were also identified, however, a maximum of 10 could be listed: CA05- Adapt mowing, grazing and other equivalent agricultural activities , CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities, CJ01- Reduce impact of mixed source pollution , CF01- Manage conversion of land for construction and development of infrastructure, CN02- Implement climate change adaptation measures, CI03- Management, control or eradication of other invasive alien species, CG04 - Control/eradication of illegal killing, fishing and harvesting. For further details on the approach taken for this section please refer to JNCC website for the 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,1,1,0,0,4
"HDH769","Ports and traffic","not specified","MATL","UK","UK","Habitats","1130","Estuaries","Transitional","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. The following conservation measures were also identified, however, a maximum of 10 could be listed: CA05- Adapt mowing, grazing and other equivalent agricultural activities , CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities, CJ01- Reduce impact of mixed source pollution , CF01- Manage conversion of land for construction and development of infrastructure, CN02- Implement climate change adaptation measures, CI03- Management, control or eradication of other invasive alien species, CG04 - Control/eradication of illegal killing, fishing and harvesting. For further details on the approach taken for this section please refer to JNCC website for the 2019 UK Approach Document and country-level reporting information.",1,0,1,0,0,1,0,0,0,0,0,3
"HDH770","Ports and traffic","not specified","MATL","UK","UK","Habitats","1130","Estuaries","Transitional","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"restore","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. The following conservation measures were also identified, however, a maximum of 10 could be listed: CA05- Adapt mowing, grazing and other equivalent agricultural activities , CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities, CJ01- Reduce impact of mixed source pollution , CF01- Manage conversion of land for construction and development of infrastructure, CN02- Implement climate change adaptation measures, CI03- Management, control or eradication of other invasive alien species, CG04 - Control/eradication of illegal killing, fishing and harvesting. For further details on the approach taken for this section please refer to JNCC website for the 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,0,0,1,0,3
"HDH771","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,1,1,0,0,4
"HDH772","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,1,1,1,0,5
"HDH773","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CE01","Reduce impact of transport operation and infrastructure",1,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,0,0,0,0,2
"HDH774","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,0,0,1,0,3
"HDH775","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CI01","Early detection and rapid eradication of invasive alien species of Union concern",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,1,0,0,0,1,0,0,0,0,0,3
"HDH776","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CI01","Early detection and rapid eradication of invasive alien species of Union concern",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,1,0,0,0,1,0,0,0,0,0,3
"HDH777","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CC03","Adapt/manage renewable energy installation, facilities and operation",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,0,0,0,1,3
"HDH778","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,1,0,0,1,0,0,0,0,0,3
"HDH779","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,0,0,1,0,3
"HDH780","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,1,0,0,1,0,0,0,0,0,3
"HDH781","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,1,1,0,0,4
"HDH782","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,0,0,1,0,3
"HDH783","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,1,1,1,0,5
"HDH784","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CE01","Reduce impact of transport operation and infrastructure",1,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,0,0,0,0,2
"HDH785","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,1,0,0,1,0,0,0,0,0,3
"HDH786","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,0,0,0,1,0,0,0,1,0,3
"HDH787","Ports and traffic","not specified","MATL","UK","UK","Habitats","1140","Mudflats and sandflats not covered by seawater at low tide","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified","There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section. 8.5- The following conservation measures were also identified, however, a maximum of 10 could be listed: CN02- Implement climate change adaptation measures, CG09- Other measures to reduce impacts from marine aquaculture infrastructures and operation, CG08- Reduce/eliminate marine pollution from marine aquaculture, CF01- Manage conversion of land for construction and development of infrastructure,CJ01- Reduce impact of mixed source pollution,CF02- Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities,CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CG15- Other measures related to exploitation of species, CG04- Control/eradication of illegal killing, fishing and harvesting, CC06- Reduce impact of service corridors and networks. For further details on methods used please see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,1,0,0,1,0,0,0,0,0,3
