"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Season","Measure Impacts to","Feature code","Feature name","Sub-unit","Water body","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","measure purpose","Measure location","Measure response","Measure status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"BD2005","Ports and traffic","not specified",,"PL","Poland","B","Birds","A863","Thalasseus sandvicensis",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD2006","Ports and traffic","not specified",,"PL","Poland","B","Birds","A863","Thalasseus sandvicensis",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD2007","Ports and traffic","not specified",,"DE","Germany","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD2008","Ports and traffic","not specified",,"DE","Germany","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD2009","Ports and traffic","not specified",,"DE","Germany","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD2010","Ports and traffic","not specified",,"DE","Germany","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inOutEU","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD2011","Ports and traffic","not specified",,"PL","Poland","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","in","srtTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD2012","Ports and traffic","not specified",,"PL","Poland","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","in","srtTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD2013","Ports and traffic","not specified",,"PL","Poland","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","in","srtTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD2014","Ports and traffic","not specified",,"PL","Poland","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","in","srtTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD2015","Ports and traffic","not specified",,"PL","Poland","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","srtTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD2016","Ports and traffic","not specified",,"PL","Poland","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","srtTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD2017","Ports and traffic","not specified",,"PL","Poland","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","srtTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD2018","Ports and traffic","not specified",,"PL","Poland","P","Birds","A863","Thalasseus sandvicensis",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","srtTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD2019","Ports and traffic","not specified",,"ESIC","Spain","B","Birds","A874","Hydrobates castro",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,,,,"not specified","BD (Directive 79/409/EEC)","not specified","not specified","Proyecto Interreg de SEO/BirdLife sobre aves marinas y contaminación lumínica: LuMinAves http://www.luminaves.com/index.php/es/",1,0,0,0,0,0,0,0,0,1,0,
"BD2020","Ports and traffic","not specified",,"ESIC","Spain","B","Birds","A874","Hydrobates castro",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,,,,"not specified","BD (Directive 79/409/EEC)","not specified","not specified","Proyecto Interreg de SEO/BirdLife sobre aves marinas y contaminación lumínica: LuMinAves http://www.luminaves.com/index.php/es/",1,0,0,0,0,0,0,0,0,1,0,
"BD2021","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD2022","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD2023","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CS03","Improvement of habitat of species from the directives",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD2024","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CS03","Improvement of habitat of species from the directives",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD2025","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CS01","Reinforce populations of species from the directives",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2026","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CS01","Reinforce populations of species from the directives",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2027","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CE07","Other measures related to transport",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2028","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CE07","Other measures related to transport",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2029","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CG11","Reduce/eliminate point source pollution to surface waters from freshwater aquaculture",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,1,0,0,1,1,0,0,
"BD2030","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CG11","Reduce/eliminate point source pollution to surface waters from freshwater aquaculture",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,1,0,0,1,1,0,0,
"BD2031","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CI05","Management of problematic native species",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2032","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CI05","Management of problematic native species",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2033","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CF12","Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2034","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CF12","Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2035","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CA16","Other measures related to agricultural practices",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2036","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CA16","Other measures related to agricultural practices",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2037","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CA07","Recreate Annex I agricultural habitats",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2038","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CA07","Recreate Annex I agricultural habitats",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2039","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD2040","Ports and traffic","not specified",,"BG","Bulgaria","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"increase","inOut","lonTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD2041","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CJ01","Reduce impact of mixed source pollution",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,1,1,0,0,
"BD2042","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CJ01","Reduce impact of mixed source pollution",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,1,1,0,0,
"BD2043","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CJ01","Reduce impact of mixed source pollution",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,1,1,0,0,
"BD2044","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CI05","Management of problematic native species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2045","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CI05","Management of problematic native species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2046","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CI05","Management of problematic native species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2047","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,1,0,0,0,0,0,0,0,0,
"BD2048","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,1,0,0,0,0,0,0,0,0,
"BD2049","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,1,0,0,0,0,0,0,0,0,
"BD2050","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CX01","Support conservation measures in another EU Member State",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2051","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CX01","Support conservation measures in another EU Member State",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2052","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CX01","Support conservation measures in another EU Member State",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2053","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CL02","Minimise/prevent impacts of geological and natural catastrophes",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2054","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CL02","Minimise/prevent impacts of geological and natural catastrophes",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2055","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CL02","Minimise/prevent impacts of geological and natural catastrophes",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2056","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CJ02","Reduce impact of multi-purpose hydrological changes",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,1,0,0,0,0,
"BD2057","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CJ02","Reduce impact of multi-purpose hydrological changes",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,1,0,0,0,0,
"BD2058","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CJ02","Reduce impact of multi-purpose hydrological changes",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,1,0,0,0,0,
"BD2059","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CH03","Reduce impact of other specific human actions",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2060","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CH03","Reduce impact of other specific human actions",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2061","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CH03","Reduce impact of other specific human actions",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,0,0,0,0,0,0,
"BD2062","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,1,0,0,0,0,0,
"BD2063","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,1,0,0,0,0,0,
"BD2064","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,1,0,0,0,0,0,
"BD2065","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CE01","Reduce impact of transport operation and infrastructure",1,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,1,0,0,0,0,0,0
"BD2066","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CE01","Reduce impact of transport operation and infrastructure",1,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,1,0,0,0,0,0,0
"BD2067","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CE01","Reduce impact of transport operation and infrastructure",1,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,0,0,0,0,1,0,0,0,0,0,0
"BD2068","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CI03","Management, control or eradication of other invasive alien species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,1,0,0,0,0,0,0,0,0,0,
"BD2069","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CI03","Management, control or eradication of other invasive alien species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,1,0,0,0,0,0,0,0,0,0,
"BD2070","Ports and traffic","not specified",,"ES","Spain","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CI03","Management, control or eradication of other invasive alien species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","también CS03",1,1,0,0,0,0,0,0,0,0,0,
"BD2071","Ports and traffic","not specified",,"FR","France","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CS03","Improvement of habitat of species from the directives",0,"restore","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD2072","Ports and traffic","not specified",,"FR","France","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CS03","Improvement of habitat of species from the directives",0,"restore","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD2073","Ports and traffic","not specified",,"FR","France","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"restore","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD2074","Ports and traffic","not specified",,"FR","France","B","Birds","A885","Sternula albifrons",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"restore","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD2075","Ports and traffic","not specified",,"LT","Lithuania","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD2076","Ports and traffic","not specified",,"LT","Lithuania","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD2077","Ports and traffic","not specified",,"LT","Lithuania","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CA04","Reinstate appropriate agricultural practices to address abandonment, including mowing, grazing, burning or equivalent measures",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2078","Ports and traffic","not specified",,"LT","Lithuania","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CA04","Reinstate appropriate agricultural practices to address abandonment, including mowing, grazing, burning or equivalent measures",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD2079","Ports and traffic","not specified",,"LT","Lithuania","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","H","CC14","Other measures related to extraction and energy exploitation activities",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
"BD2080","Ports and traffic","not specified",,"LT","Lithuania","B","Birds","A885","Sternula albifrons",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","H","CC14","Other measures related to extraction and energy exploitation activities",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,1,
